ID cliente,Edad en la red,Gasto total al mes,Gasto en SMS por SMS,Gasto de datos por SMS,Consumo  total de datos,Velocidad promedio carga,Velocidad promedio descarga,Llamadas únicas,Llamadas caídas,Duración promedio llamada,Duración promedio llamadas al mismo operador,Duración promedio llamadas a otros operadores,Gasto llamadas al mismo operador,Gasto llamadas otro operador,Llamas por quejas al mes,Tipo de red preferida,Competidor favorito,Cancelación suscripción
ADF0585,3.87,369.39,1.75,20,2447.8164,3.982943055,17.76383913,10,9,209.3713515,94.00655253,212.5664059,120,7079,1,3G,Uxaa,0
ADF0590,109.93,636.32,0,0,29623.6973,2.595848866,23.38228232,35,9,196.8386087,208.3454299,183.2205249,3936,7406,7,Other,Uxaa,1
ADF0596,5.03,1001.53,11.96,23.75,12126050.96,6.244595243,20.47792756,62,6,266.1583077,214.0766468,170.6192905,204,9770,1,Other,Zintel,0
ADF0597,46.63,1073.018,28.64,60,7174325.615,8.841921632,14.50689064,153,7,261.2336166,187.2175237,169.7903633,5176,48808,1,Other,ToCall,0
ADF0601,45.93,45.7048,9.56,3.75,7.7002,3.643452538,10.46597302,8,7,85.31204321,303.284501,210.1126321,0,1685,1,Other,ToCall,0
ADF0603,3.7,59.3204,11.97,0,6944.3086,7.635602939,13.78052336,15,9,215.8195838,168.9637391,206.2105157,564,2915,1,Other,Uxaa,0
ADF0607,6.6,70.528,26.52,0,222280.8135,1.742446356,11.02844853,37,11,247.2513222,246.8731635,182.2068561,240,3156,1,Other,Uxaa,0
ADF0621,22.07,186.4072,18.48,30,1752.0635,7.695843958,10.67455008,30,11,206.6177532,195.2535784,253.7217543,0,9188,1,Other,Zintel,0
ADF0622,4.93,189.1836,0,5,250.5811,6.562139303,24.79617019,58,9,196.1375405,311.1472823,121.8772527,420,4565,1,Other,ToCall,0
ADF1031,4.1,27.51,1.75,17.5,398.6514,7.337682203,15.37862439,5,5,266.3598686,229.5856601,174.8053642,348,478,1,3G,Uxaa,0
ADF1045,4.63,106.12,2.39,7.5,324231.1182,4.841966324,17.38944104,18,14,253.5180465,208.7552256,175.1855801,4188,2685,1,Other,Uxaa,0
ADF1046,45.13,108.8464,0,1.25,0.1172,6.140701285,17.88605154,41,6,119.5250562,167.1511233,127.0262291,498,1858,1,Other,Weematel,0
ADF1051,3.9,136.13,0,8.75,533977.6279,9.352034555,12.07576054,14,9,103.8332373,170.014184,247.5595465,6192,358,7,3G,Uxaa,0
ADF1060,3.73,170.8664,1.75,45,435072.4121,6.821377191,18.75077896,44,5,139.4524579,145.9978636,157.4919235,8184,3066,1,3G,ToCall,0
ADF1063,3.93,175.29,101.67,2.5,114262.0723,3.147569445,22.82684903,18,7,323.9276104,183.2859463,47.44953024,3588,1920,1,3G,Mango,0
ADF1079,4.63,227.862,2.95,42.5,1461620.516,3.378806952,10.12343666,17,11,247.334764,165.7753073,139.9602625,2568,1701,1,Other,Mango,0
ADF1088,3.8,272.67,57.75,22.5,24673.2725,8.842183208,15.15284244,60,10,121.0457619,343.7129648,136.8357108,3864,7401,1,3G,Zintel,0
ADF1095,3.83,298.578,0,5.27,2368606.361,6.955251065,22.68098058,14,7,380.859339,142.0681442,141.023465,847,228,3,3G,ToCall,0
ADF1096,7.43,300.938,0,73.75,59700.0996,9.37207333,23.21387291,14,3,249.2574672,249.9095423,184.6837564,834,1188,4,Other,Uxaa,0
ADF1105,102.97,342.046,93.24,16.25,117214.833,8.367666449,11.79010519,87,12,349.9284782,286.578397,153.2908229,9900,5456,2,Other,Mango,0
ADF1117,48.43,373.86,36.75,66.25,63943.9473,6.595101318,24.51373446,35,15,187.2464697,154.4173054,188.9218951,14628,4552,1,3G,ToCall,0
ADF1119,5.1,386.46,21.87,27.5,2885566.521,2.41297666,12.02635415,54,6,212.3575967,269.985755,24.14071206,7464,6753,1,Other,Uxaa,0
ADF1123,59.03,396.212,5.85,1.25,4.1377,2.069590268,21.95272927,50,8,84.87914763,136.1032662,117.552198,17497,2940,7,Other,Zintel,0
ADF1130,3.73,418.4264,0,95,2779944,7.803399066,23.99623398,43,8,179.9085087,135.4728826,122.1414989,672,3713,1,Other,Uxaa,0
ADF1131,54.23,418.932,7.59,12.5,80186.9229,5.269016445,16.99180283,97,10,105.8041004,193.6247513,113.454819,7246,3095,1,Other,PQza,0
ADF1137,27.13,427.56,16.48,2.5,12.8691,3.433070096,17.03448168,107,5,215.2577461,224.1754789,217.8919317,5370,7811,2,Other,ToCall,0
ADF1141,138.43,437.7,0,0,501447.1855,1.728620122,22.09844404,64,6,95.24325305,173.3907135,151.2208355,0,0,9,Other,Mango,1
ADF1142,42.27,439.628,5.25,113.75,28953422.55,3.220796054,12.24293831,43,10,119.389191,257.2674238,210.3376605,4453,4251,3,Other,PQza,0
ADF1147,50.83,457.97,0,12.5,569109.3477,1.999707565,11.66106983,132,10,175.2095422,172.978213,271.932288,0,179,2,Other,Zintel,0
ADF1148,4,458.0692,0,61.25,13718896.96,9.477612589,22.81904667,140,8,232.1041683,205.5164809,77.15871276,1476,2767,2,3G,Uxaa,0
ADF1156,3.47,470.66,0,0,118357.4561,7.723736147,11.20070009,109,9,91.58932617,142.2905624,221.6562166,0,895,2,Other,Weematel,0
ADF1161,126.5,477.948,7.87,43.75,204696.3447,2.802201112,10.34328972,96,9,67.38218347,292.8135239,167.5443708,9162,11129,8,Other,Weematel,0
ADF1163,3.67,478.43,50.75,0,262430.7578,1.292727327,11.71646296,137,4,203.243177,265.308602,195.6506866,0,14280,7,3G,Zintel,0
ADF1166,3.63,486.64,0,0,99298.3027,1.240462402,13.62342349,200,5,277.4230139,142.1238976,125.5242177,0,2484,2,3G,Other,0
ADF1171,106.4,494.73,2.35,27.5,2555.8096,6.126969274,16.88658232,87,9,189.7546048,373.6941309,193.3639263,15430,14389,2,Other,PQza,0
ADF1182,138.47,517.23,63.34,8.75,85047.6143,5.08654841,9.978677046,181,10,312.3179308,227.1077303,187.4380739,26352,7709,2,Other,Uxaa,0
ADF1183,3.87,517.79,0,40,4692574.159,7.396720402,16.82703198,53,9,160.312802,280.6019572,121.9164499,3408,2648,2,3G,Mango,0
ADF1193,3.37,529.9904,42,18.75,88869.6904,8.831701083,18.40319317,49,10,179.3061222,147.9836013,106.138202,792,1716,2,3G,Mango,1
ADF1205,4.63,554.5116,22.64,147.5,17472136.53,7.33584071,20.6144853,31,7,95.85958127,205.3705366,279.2880345,852,6541,3,Other,Zintel,0
ADF1206,92.07,555.804,16.22,1.86,647323.0293,4.171546978,13.13155762,197,6,218.8211074,371.8452957,231.3441916,4821,13725,2,Other,Uxaa,0
ADF1213,4.03,572.69,53.38,15,448454.5781,6.526910041,15.35640242,107,10,177.0832388,160.2538444,190.4960566,0,645,2,3G,Other,0
ADF1216,3.93,580.58,38.5,12.5,328089.8887,6.8956939,15.06053542,105,9,322.1882604,301.9211201,191.4306675,5352,2568,2,3G,PQza,0
ADF1223,117.37,602.83,21.87,3.75,121075.4375,3.149177052,9.578842051,180,10,183.4957067,188.3942494,185.3628113,8571,2008,2,Other,ToCall,0
ADF1231,161.53,616.95,3.5,0,53964.1377,1.803180658,9.802616931,560,10,194.7134281,102.0845939,159.5936151,1716,12965,2,Other,Uxaa,1
ADF1236,4.07,634.558,9.36,43.75,2599025.296,3.275980843,13.3633283,335,6,216.5036816,102.7999265,258.7028937,8340,4168,2,3G,Uxaa,0
ADF1238,22.73,638.0412,64.95,3.75,1966650.778,7.908261488,10.67249176,311,8,297.8865949,126.0057014,199.7180718,4458,3678,2,Other,ToCall,0
ADF1243,88.9,649.458,26,45,1767.665,8.377387288,18.75261683,400,7,360.5493197,298.8576355,132.3030572,7451,6932,5,Other,Uxaa,0
ADF1249,44.7,668.8748,36.41,0,213.0723,6.283191577,20.52107659,262,9,49.30718414,64.8266446,188.7717378,8316,13149,2,Other,Other,0
ADF1256,4.07,677.56,24.94,1.25,303483.6201,2.35328624,21.0446594,242,8,142.2115795,222.1050078,252.4178553,5544,5363,2,3G,Weematel,1
ADF1260,68.47,691.21,0,5,306773.4971,7.732736056,14.46593163,317,13,218.4349728,238.6571093,161.3600609,1356,14082,2,Other,Uxaa,0
ADF1263,40.3,699.21,0,0.62,2868393.475,1.062459893,24.12687946,60,9,47.64013155,287.0487583,192.4904148,13477,5879,2,Other,Other,0
ADF1265,3.6,707.7408,56.73,15,200597.3955,8.768591702,19.89992005,88,13,240.5553918,192.6092721,144.0472424,3936,3415,2,3G,Mango,0
ADF1270,4.2,718.68,0.01,10,80579.5869,4.393774998,24.47925041,179,12,226.5212067,147.3240525,208.8460007,7008,14016,2,3G,PQza,0
ADF1280,64.03,740.068,3.5,45,1540.4825,9.762315709,18.95203063,111,6,165.307488,216.9879537,171.3564871,23520,26018,2,Other,ToCall,0
ADF1286,4,780.2324,4.46,2.5,647824.2949,9.719548033,15.35619684,168,2,234.3230634,270.1229781,168.4437824,1656,26230,6,3G,Zintel,0
ADF1303,3.87,832.0504,145.25,26.25,1949698.94,7.165770199,11.41473497,127,13,143.2414052,196.0525024,121.4310545,1800,3094,2,3G,Zintel,0
ADF1311,4.23,840.952,59.85,21.25,465585.9326,5.310096509,15.36643898,190,13,345.1970122,299.861302,129.0274851,25272,2736,2,3G,Mango,0
ADF1321,75.73,875.4,0,0,1564279.613,4.051079351,10.43861981,712,11,224.1746084,245.9674452,137.9117963,0,0,2,Other,Mango,0
ADF1343,11.7,893.57,0.6,0,4149373.766,4.017919982,20.07009489,405,7,94.897459,214.037567,191.1167785,0,563,2,3G,ToCall,0
ADF1368,178.77,922.718,11.23,32.5,1838701.68,9.077613895,19.02342062,929,14,188.5059031,352.2569789,87.04543104,0,0,2,Other,Zintel,0
ADF1377,7.43,946.016,7,56.25,37142039.56,6.505701196,17.37201168,79,4,270.4691786,218.8896467,234.5995617,4734,9484,2,Other,Zintel,0
ADF1384,3.83,960.686,0,8.75,1349121.636,5.300869901,15.12837107,689,6,378.4582185,255.9597219,113.3302262,0,358,2,Other,Weematel,1
ADF1386,3.73,962.88,382.37,20,465265.4814,1.265842641,15.67619269,187,0,244.5195109,238.7326105,220.4290512,6132,755,2,3G,ToCall,0
ADF1390,139.67,967.0904,25.37,115,28293803.79,7.190031268,14.0820173,36,4,303.2464071,213.52497,245.8557346,1235,9209,2,Other,ToCall,0
ADF1391,5.07,968.45,0,0,1260824.879,4.583421152,24.33072531,369,11,166.0583127,197.7582146,190.9432677,2464,3349,2,Other,Uxaa,0
ADF1398,4.57,977.8632,28.65,50,214114.5029,5.646336242,13.22701408,127,5,83.20963064,252.0450577,127.921577,28515,13603,2,Other,Uxaa,0
ADF1400,64.33,981.19,27.12,11.25,240.8408,9.052761808,23.41886877,190,7,239.7676657,359.7226799,88.80600402,21484,15690,2,Other,Uxaa,0
ADF1401,98.87,985.41,15.75,41.25,2013456.623,5.870102744,22.89534552,174,8,160.46622,160.9824141,113.1275364,6478,29114,2,Other,Mango,0
ADF1426,4.43,1044.86,19.25,6.25,464449.6962,3.568579688,20.63024278,161,10,171.9823724,161.8106912,77.11859087,2748,2208,2,Other,ToCall,0
ADF1451,27.8,1091.16,0,2.5,353192.4229,8.632139087,10.08109529,680,8,199.5966032,325.1541466,156.5095285,306,14438,2,Other,Mango,0
ADF1454,28.53,1099.2964,2.95,2.5,117901.6543,1.998914109,17.90051799,288,8,217.7392953,286.648457,182.7473495,9288,13159,2,Other,Uxaa,0
ADF1467,137.7,1130.03,11.96,1.25,1759968.18,9.003635689,14.45202861,1002,8,200.5022767,141.671132,169.2321115,0,179,2,Other,Weematel,0
ADF1468,13.93,1132.1364,66.17,31.25,2477681.597,1.570370178,23.09386143,686,7,183.6786445,153.0594577,271.2530454,4176,26548,3,Other,Uxaa,0
ADF1472,23.53,1141.408,65.09,27.5,457845.25,6.798997809,22.41110671,105,6,145.367398,292.4447265,174.1028503,2262,5888,3,Other,Uxaa,0
ADF1483,4.2,1165.5608,873.98,3.75,26.582,9.673986373,9.205930822,39,6,180.2640765,296.3104762,197.2840337,17904,1101,3,3G,Uxaa,0
ADF1509,6.17,1227.49,12.25,46.25,837078.6035,9.465720732,16.46846198,339,12,261.5348475,52.0277954,146.4219932,21367,9036,1,Other,Weematel,0
ADF1512,39.77,1230.718,14,118.75,1051201.288,3.493144359,22.69296089,119,7,165.1155346,142.5987169,176.092948,17649,14766,6,Other,PQza,0
ADF1515,5.47,1244.8544,1.75,36.25,8571344.329,8.281541036,15.67132085,328,10,84.04461227,354.2361969,119.406381,7741,5151,3,Other,ToCall,0
ADF1520,4.5,1249.6436,7.01,45,79659.8047,6.222213536,16.07285123,445,11,155.7252681,211.2602756,163.6933536,2816,4601,3,Other,Uxaa,0
ADF1555,3.87,22.58,7,2.5,7.0996,8.392305982,12.89039369,1,7,121.5954838,182.029394,266.7207092,1308,0,3,3G,Uxaa,1
ADF1556,100.4,27.1576,2.35,0,10.6357,7.556085246,14.62306653,23,6,137.0435048,298.1662807,187.8512154,228,762,3,Other,Uxaa,0
ADF1572,18.13,50.816,9.56,1.25,56206.7686,6.585047679,13.32778379,13,3,147.8980554,252.4722474,149.5266469,108,790,3,Other,Weematel,0
ADF1579,105.7,63.0368,23.09,8.75,14.0781,5.369821142,24.59583198,4,4,226.2581357,273.2188067,154.6292845,477,586,3,Other,Uxaa,0
ADF1581,123.4,65.498,33.23,1.55,114.2627,6.760866642,20.5675723,6,6,260.6240456,226.1977551,142.9193947,895,0,3,Other,Uxaa,0
ADF1592,3.17,78.56,5.25,6.25,5200.3105,3.871600307,11.68868304,4,9,277.3739677,284.459401,162.62231,3048,299,3,Other,Uxaa,0
ADF1593,3.5,79.836,12.25,1.25,2005.1065,1.092096796,18.76399638,9,10,121.7277929,241.0843577,227.3555205,2904,2940,3,Other,Mango,0
ADF1612,52.9,114.9604,17.76,1.25,68.9609,7.907245174,21.13863501,369,6,211.922103,218.8918638,205.6310089,4584,623,3,Other,Uxaa,0
ADF1613,3.57,115.1564,42.01,0,122431.9521,3.502028496,10.65842305,21,9,226.4196294,225.9965694,136.2014097,3084,2735,3,3G,Uxaa,0
ADF1629,3.3,141.91,0,20,17733.4561,9.947106459,18.23460924,23,6,227.907962,213.3258256,181.8919826,4044,336,3,3G,Uxaa,0
ADF1631,32.47,146.438,22.85,17.5,900.5996,8.371087965,10.05743359,30,9,124.6888761,272.7802384,233.02919,918,2200,3,Other,PQza,0
ADF1641,3.6,170.8664,1.75,45,435072.4121,6.996012817,13.43526331,44,8,216.4087541,99.01867108,224.611384,8184,3066,3,3G,Uxaa,0
ADF1701,94.93,841.11,28.8,107.5,3094742.592,1.653697615,21.63071698,633,6,208.1097215,197.2170113,177.9715577,5004,9125,4,Other,PQza,1
ADF1705,61.4,867.432,43.07,22.5,66744.501,2.465493445,23.10531752,127,7,232.6369563,282.130654,123.3837327,15198,16289,4,Other,Mango,0
ADF1709,42.27,898.31,137.65,5,131.457,8.990426788,20.72002164,84,5,300.8693323,254.7024049,59.41340098,26304,27511,1,Other,PQza,0
ADF1723,49.67,968.9784,21.98,38.75,72254.877,7.724493839,21.37112739,130,7,177.3736849,256.4573996,169.678018,9538,40849,6,Other,Uxaa,0
ADF1735,21.93,1007.1192,26.1,3.75,63.0967,1.6305927,21.37188828,149,13,168.1210102,122.4531148,166.1461651,27397,37077,3,Other,Uxaa,0
ADF1739,154.63,1032.86,9.62,0,133045.291,9.818799315,20.69799248,159,7,269.8596317,232.611423,210.3259134,7493,5832,4,3G,ToCall,0
ADF1740,8.87,1033.3,28.17,23.75,267228.8955,8.402301471,17.08479298,136,11,65.83993798,292.7654231,158.1594349,18492,20333,4,3G,PQza,0
ADF1743,87.67,1082.948,13.15,1.25,256886.8711,8.945835608,19.66875206,576,6,140.733133,75.05085121,224.554559,3024,9907,4,Other,Mango,0
ADF1752,3.43,1122.6644,0,0,4893.3984,3.442146346,12.30676696,187,8,107.1194344,166.0607256,200.5762086,104508,2717,4,3G,PQza,0
ADF1764,3.87,1228.8328,75.25,106.25,8530512.186,3.999378508,21.49277199,108,12,186.4598493,167.9801368,202.2880679,17904,26092,4,3G,PQza,1
ADF1775,59.13,1303.78,39.33,7.5,8.1387,8.342660051,10.27446018,322,5,193.8193697,170.4601295,257.2054469,29595,68526,1,Other,Uxaa,0
ADF1780,135.47,1342.04,49.15,1.25,19366.5986,5.139761618,22.32664779,262,5,257.2026123,252.4630033,273.0427796,16662,42827,5,Other,PQza,1
ADF1823,138.3,2048.5,162.9,2.5,224761.9971,2.257037214,13.40939615,196,7,195.1019354,190.0881044,82.76050119,21042,65694,5,Other,ToCall,0
ADF1829,51,2232.41,40.05,87.5,1836078.495,8.088913596,18.22355195,421,5,198.36671,379.2252126,147.8413523,5400,47099,1,Other,ToCall,1
ADF1888,56.23,875.4,0,0,750989.0469,2.898070402,21.38669852,113,10,202.9504375,213.1517618,205.7028682,0,0,3,Other,Weematel,0
ADF1892,128.43,7466.5368,16.15,53.75,2912.3389,2.401888563,15.54467386,1406,11,275.2406241,152.6603677,150.9624917,158880,379475,1,Other,Zintel,0
ADF1906,42.53,683.2504,11.96,85,561798.5225,1.16483264,17.4633488,6,4,243.1476851,217.882773,156.1195398,0,1529,6,Other,Weematel,0
ADF1915,48.23,1256.51,13.06,36.25,1077175.15,1.338624066,24.63333501,340,8,207.4574538,204.6252517,199.2469286,48,60629,6,Other,Weematel,0
ADF1954,3.77,135.34,0,20,740.4785,6.625264688,12.88293188,19,2,293.8319716,209.605749,133.8951593,120,3024,5,3G,Mango,0
ADF1956,4.53,270.3344,6.58,2.5,7410.7529,8.380030328,12.62033873,62,9,149.7249768,116.2947841,143.0892221,9504,10820,7,Other,PQza,0
ADF1965,59.83,1024.846,111.99,10,493671.9863,2.366311505,13.79038693,149,11,113.7480673,152.1910618,213.3455044,18202,40730,8,Other,Mango,0
ADF1967,6.77,1143.4972,19.84,13.75,261.9307,8.3564727,13.34312988,284,10,270.1631021,239.2778773,158.9896514,360,81341,8,Other,Zintel,0
ADF1971,3.63,45.09,0,0,658162.2734,9.50895989,18.08955037,20,9,406.0694264,272.0654839,82.41472801,240,3611,8,3G,Uxaa,0
ADF1982,30.13,161.13,0,17.5,45187.7549,7.445007056,20.41284585,57,8,284.5600434,246.6755233,152.7534215,1728,10529,9,Other,ToCall,0
